EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,BusinessTravel,DistanceFromHome,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,RelationshipSatisfaction,OverTime,PerformanceRating,Attrition
E1190,30,Male,Married,Operations,Supply Chain Coordinator,3,Life Sciences,Travel_Frequently,16,6604,12,3,2,12,1,2,3,1,3,4,No,2,No
E1191,53,Female,Married,R&D,Lab Technician,3,Other,Non-Travel,21,6581,5,5,5,8,4,3,3,3,2,3,No,2,No
E1192,50,Female,Married,R&D,R&D Manager,1,Other,Travel_Rarely,25,9205,9,8,4,14,6,4,4,3,4,1,No,2,No
E1193,34,Female,Single,IT,IT Support,5,Medical,Travel_Rarely,15,5809,0,0,0,3,6,2,2,4,3,1,No,3,Yes
E1194,25,Female,Married,Finance,Finance Manager,2,Life Sciences,Travel_Frequently,11,6996,6,5,5,8,4,3,4,4,1,1,Yes,2,No
E1195,41,Female,Divorced,Operations,Ops Manager,4,Life Sciences,Travel_Frequently,13,8837,17,0,0,19,1,2,4,3,3,1,No,2,No
E1196,38,Female,Married,R&D,R&D Manager,1,Marketing,Non-Travel,14,6352,0,0,0,3,6,4,4,4,1,1,No,3,No
E1197,41,Female,Married,Marketing,Marketing Specialist,4,Medical,Travel_Rarely,16,7976,11,5,1,17,2,3,2,3,3,2,No,3,No
E1198,38,Male,Married,Finance,Finance Manager,1,Life Sciences,Travel_Rarely,26,5369,1,1,0,6,4,1,2,3,2,1,Yes,2,No
E1199,32,Female,Married,Marketing,Marketing Manager,1,Other,Travel_Rarely,14,5652,4,4,4,13,5,3,4,3,2,1,No,3,No
E1200,32,Female,Single,R&D,Lab Technician,1,Other,Travel_Rarely,26,7006,4,2,1,7,5,4,2,4,3,3,No,3,No
E1201,41,Male,Divorced,R&D,Lab Technician,4,Human Resources,Travel_Rarely,4,5977,2,1,1,5,5,2,4,2,4,3,No,2,No
E1202,36,Female,Divorced,Sales,Sales Executive,5,Life Sciences,Travel_Rarely,22,9213,14,2,2,21,2,3,4,4,2,3,No,2,No
E1203,23,Female,Married,Operations,Supply Chain Coordinator,2,Medical,Travel_Rarely,5,5387,1,1,1,6,6,1,3,2,1,2,No,3,Yes
E1204,45,Male,Single,Sales,Sales Manager,5,Marketing,Travel_Rarely,25,7540,15,4,4,20,3,3,3,3,3,3,No,3,No
E1205,43,Male,Married,R&D,Lab Technician,2,Life Sciences,Non-Travel,2,7561,10,7,0,16,3,1,4,4,1,3,Yes,2,No
E1206,26,Female,Married,Operations,Supply Chain Coordinator,2,Technical Degree,Travel_Rarely,19,5367,0,0,0,9,0,4,1,1,1,2,No,3,No
E1207,22,Male,Married,R&D,Lab Technician,3,Life Sciences,Travel_Frequently,19,6390,0,0,0,0,0,3,1,2,4,2,Yes,3,No
E1208,52,Male,Married,R&D,R&D Manager,5,Marketing,Travel_Rarely,18,9984,15,8,5,17,0,4,2,3,3,1,No,3,No
E1209,28,Male,Divorced,R&D,Lab Technician,4,Medical,Travel_Rarely,16,7132,0,0,0,8,5,4,4,3,3,4,No,4,No
E1210,22,Male,Divorced,HR,HR Specialist,1,Other,Travel_Frequently,17,4790,4,4,4,13,4,2,4,1,4,3,Yes,3,Yes
E1211,56,Female,Single,Marketing,Marketing Specialist,1,Life Sciences,Non-Travel,23,5809,3,3,3,3,4,3,3,4,2,2,No,3,No
E1212,55,Male,Single,R&D,Research Scientist,3,Life Sciences,Travel_Rarely,23,6518,0,0,0,8,2,4,2,4,1,1,No,3,No
E1213,51,Female,Married,Finance,Accountant,4,Technical Degree,Non-Travel,18,9325,14,9,3,16,4,1,4,3,2,1,No,3,No
E1214,55,Male,Married,Customer Support,Support Representative,1,Marketing,Travel_Rarely,1,5167,12,0,0,14,5,1,3,4,3,1,Yes,3,Yes
E1215,32,Female,Divorced,Finance,Finance Manager,4,Human Resources,Travel_Rarely,21,7631,14,1,1,21,3,4,1,3,1,4,No,2,No
E1216,57,Female,Divorced,R&D,R&D Manager,2,Technical Degree,Travel_Rarely,18,6310,5,3,3,14,2,3,4,4,4,1,No,2,No
E1217,46,Male,Divorced,IT,Software Engineer,5,Technical Degree,Travel_Rarely,17,8216,5,2,2,7,3,3,1,3,4,3,No,3,No
E1218,37,Male,Single,IT,IT Support,5,Life Sciences,Travel_Frequently,19,8494,7,7,0,15,3,4,4,2,2,2,No,3,No
E1219,32,Female,Married,Marketing,Brand Manager,3,Human Resources,Travel_Frequently,28,6409,9,8,3,13,5,2,3,1,1,3,No,3,No
E1220,24,Male,Single,R&D,Lab Technician,5,Other,Non-Travel,29,8768,6,6,3,15,0,3,2,2,1,4,No,2,No
E1221,27,Male,Single,Finance,Finance Manager,3,Technical Degree,Travel_Frequently,15,6489,1,1,1,8,4,2,3,3,1,2,Yes,2,Yes
E1222,51,Male,Married,R&D,R&D Manager,1,Life Sciences,Non-Travel,6,7113,7,7,4,13,0,2,3,2,3,4,No,3,Yes
E1223,35,Male,Single,IT,Software Engineer,3,Life Sciences,Travel_Rarely,28,7556,3,3,3,12,3,4,2,2,3,1,No,3,No
E1224,29,Female,Married,Sales,Sales Manager,4,Life Sciences,Travel_Rarely,23,5986,0,0,0,9,3,1,4,4,4,4,Yes,3,Yes
E1225,22,Male,Married,IT,Software Engineer,4,Life Sciences,Travel_Frequently,18,6305,1,1,1,2,5,4,2,1,1,2,Yes,3,No
E1226,22,Male,Divorced,R&D,Research Scientist,2,Business,Travel_Frequently,2,5772,1,1,1,10,1,2,1,4,3,3,No,3,No
E1227,38,Male,Married,Sales,Account Manager,1,Business,Non-Travel,5,7097,17,4,3,24,3,4,2,1,2,1,No,2,No
E1228,30,Male,Single,IT,IT Manager,4,Other,Travel_Rarely,3,9423,11,9,0,12,3,1,1,3,1,4,No,2,No
E1229,26,Male,Single,Marketing,Marketing Specialist,5,Marketing,Travel_Rarely,16,5812,1,1,1,2,2,4,3,2,2,2,Yes,3,No
E1230,21,Male,Married,Sales,Account Manager,2,Business,Non-Travel,14,5077,0,0,0,1,1,2,2,4,3,2,Yes,2,No
E1231,41,Female,Divorced,R&D,R&D Manager,5,Human Resources,Non-Travel,10,10935,16,8,4,25,4,2,3,1,3,4,Yes,2,No
E1232,38,Female,Divorced,Sales,Account Manager,1,Human Resources,Travel_Frequently,11,8152,18,11,4,20,1,1,4,2,3,1,No,2,No
E1233,43,Female,Married,Marketing,Brand Manager,4,Life Sciences,Travel_Rarely,12,5844,5,5,2,13,2,3,4,2,4,3,No,3,No
E1234,26,Female,Single,IT,IT Support,5,Other,Travel_Rarely,15,5625,0,0,0,6,3,1,3,4,3,2,No,2,Yes
E1235,51,Female,Married,R&D,R&D Manager,3,Human Resources,Non-Travel,3,9486,12,5,3,12,2,2,2,2,3,1,No,2,No
E1236,45,Male,Married,R&D,R&D Manager,4,Other,Travel_Frequently,26,9448,12,5,5,18,3,2,3,3,1,4,No,2,No
E1237,58,Male,Married,Sales,Sales Executive,5,Technical Degree,Travel_Rarely,20,9724,16,8,4,20,4,3,1,2,3,4,No,3,No
E1238,45,Male,Married,Sales,Account Manager,2,Life Sciences,Travel_Frequently,8,9284,19,4,1,25,0,2,2,4,1,4,No,2,No
E1239,47,Female,Single,Sales,Account Manager,4,Marketing,Travel_Rarely,2,8759,19,10,3,22,4,1,3,2,3,4,No,3,No
E1240,28,Female,Married,Marketing,Marketing Manager,4,Marketing,Travel_Rarely,9,5351,0,0,0,4,2,3,4,3,4,1,No,2,No
E1241,51,Female,Divorced,Sales,Account Manager,1,Marketing,Travel_Rarely,22,6148,4,4,4,5,2,3,2,2,1,2,Yes,2,No
E1242,32,Male,Single,HR,HR Specialist,4,Marketing,Travel_Rarely,8,7767,14,9,3,20,4,3,2,2,2,3,No,2,Yes
E1243,51,Male,Married,R&D,R&D Manager,2,Life Sciences,Travel_Frequently,26,9843,18,3,1,25,6,4,3,4,1,1,No,3,No
E1244,31,Female,Married,Finance,Financial Analyst,2,Life Sciences,Travel_Rarely,21,8043,10,6,0,16,2,4,3,3,3,2,No,3,No
E1245,53,Female,Married,Finance,Accountant,3,Medical,Travel_Rarely,27,8176,5,1,1,12,1,2,3,2,4,2,No,2,Yes
E1246,23,Female,Divorced,R&D,Lab Technician,4,Technical Degree,Travel_Rarely,17,7099,5,5,5,14,0,3,1,1,4,3,Yes,2,No
E1247,47,Male,Single,R&D,Lab Technician,5,Human Resources,Travel_Frequently,6,5873,0,0,0,9,5,3,4,3,4,3,No,3,No
E1248,47,Male,Married,IT,IT Support,2,Technical Degree,Travel_Frequently,7,10443,14,0,0,20,1,3,2,3,2,4,No,2,No
E1249,45,Male,Single,IT,IT Manager,5,Human Resources,Travel_Rarely,12,6781,0,0,0,2,1,4,4,4,4,3,No,3,No
E1250,36,Male,Divorced,HR,Recruiter,2,Human Resources,Non-Travel,24,7501,12,9,7,18,2,1,1,1,2,3,No,2,Yes
E1251,55,Male,Single,R&D,R&D Manager,5,Other,Travel_Rarely,17,7484,11,10,2,18,0,1,3,1,3,3,No,2,No
E1252,57,Female,Married,Finance,Finance Manager,3,Life Sciences,Travel_Rarely,11,7810,4,4,4,7,6,2,1,1,1,3,No,2,Yes
E1253,48,Male,Single,Finance,Accountant,5,Business,Travel_Frequently,12,8556,20,10,7,23,1,2,1,3,1,3,No,1,Yes
E1254,32,Female,Divorced,Customer Support,Support Team Lead,4,Technical Degree,Travel_Rarely,16,6207,14,7,7,21,2,1,2,4,3,2,No,3,No
E1255,55,Male,Divorced,HR,Recruiter,3,Life Sciences,Non-Travel,4,7963,22,6,4,27,2,1,3,1,3,4,No,2,No
E1256,26,Male,Married,R&D,R&D Manager,3,Human Resources,Travel_Rarely,25,6727,0,0,0,5,5,4,3,4,2,3,No,3,No
E1257,50,Female,Married,Customer Support,Support Representative,5,Life Sciences,Travel_Frequently,10,5174,11,4,4,14,1,3,3,2,4,3,No,3,No
E1258,53,Female,Married,Operations,Operations Analyst,3,Business,Travel_Rarely,23,7231,9,3,1,14,3,3,2,4,4,4,Yes,3,No
E1259,25,Male,Married,Sales,Sales Manager,4,Human Resources,Non-Travel,15,5469,0,0,0,4,1,2,1,3,2,3,No,2,Yes
E1260,29,Male,Married,Finance,Finance Manager,1,Business,Travel_Rarely,14,8978,11,8,7,19,5,4,3,4,2,3,Yes,3,No
E1261,52,Male,Married,Marketing,Marketing Manager,1,Business,Travel_Rarely,14,6323,10,8,2,18,4,1,2,1,1,3,No,2,No
E1262,46,Male,Divorced,Finance,Finance Manager,4,Marketing,Non-Travel,13,8844,21,7,3,30,6,4,4,3,1,3,Yes,3,No
E1263,51,Male,Single,R&D,R&D Manager,4,Other,Travel_Rarely,2,7465,1,1,1,9,5,4,1,3,1,4,No,4,No
E1264,45,Male,Married,R&D,R&D Manager,5,Other,Travel_Rarely,29,6512,0,0,0,6,3,3,1,4,4,4,No,3,Yes
E1265,36,Male,Divorced,Marketing,Brand Manager,4,Business,Non-Travel,19,7659,13,9,1,19,1,4,4,4,1,1,No,2,No
E1266,49,Female,Married,Finance,Accountant,4,Human Resources,Travel_Rarely,4,5426,0,0,0,6,6,2,1,4,4,2,No,2,No
E1267,44,Male,Married,Sales,Sales Executive,5,Marketing,Travel_Rarely,10,6300,1,0,0,8,3,3,3,2,3,3,Yes,3,Yes
E1268,56,Female,Divorced,R&D,Research Scientist,1,Technical Degree,Non-Travel,27,9718,21,0,0,28,0,1,3,4,3,2,No,2,No
E1269,36,Female,Divorced,Marketing,Marketing Specialist,1,Marketing,Travel_Rarely,22,7451,7,7,7,12,4,3,1,2,4,3,No,3,No
E1270,57,Male,Divorced,Sales,Sales Manager,4,Life Sciences,Travel_Rarely,14,10649,23,1,1,23,1,2,4,3,2,2,No,3,No
E1271,59,Male,Married,R&D,Lab Technician,1,Business,Non-Travel,29,5933,2,1,1,7,0,2,4,1,4,2,Yes,2,No
E1272,44,Male,Married,Finance,Finance Manager,1,Technical Degree,Travel_Rarely,9,10897,19,1,1,26,5,1,3,2,3,4,Yes,3,Yes
E1273,36,Male,Married,R&D,Lab Technician,4,Life Sciences,Travel_Rarely,20,7501,3,0,0,3,0,4,4,3,4,3,No,3,No
E1274,47,Male,Married,Operations,Operations Analyst,2,Marketing,Travel_Rarely,27,4856,3,0,0,8,3,2,1,1,4,3,Yes,3,Yes
E1275,47,Male,Divorced,Sales,Sales Executive,2,Business,Travel_Rarely,29,5836,0,0,0,3,2,1,4,4,4,4,No,3,No
E1276,39,Female,Divorced,IT,Software Engineer,3,Life Sciences,Non-Travel,7,7106,0,0,0,8,5,2,3,3,3,2,No,3,No
E1277,39,Male,Divorced,Marketing,Marketing Specialist,2,Marketing,Travel_Rarely,19,4857,0,0,0,0,5,3,3,3,1,3,Yes,3,No
E1278,28,Female,Divorced,IT,Software Engineer,3,Human Resources,Travel_Rarely,28,6501,0,0,0,7,5,3,1,1,1,2,No,3,Yes
E1279,45,Female,Married,Finance,Finance Manager,3,Other,Travel_Rarely,19,6432,3,3,1,9,5,3,1,1,3,3,Yes,3,Yes
E1280,40,Male,Divorced,HR,HR Manager,3,Technical Degree,Travel_Frequently,4,4367,0,0,0,8,6,1,2,1,4,2,No,3,Yes
E1281,25,Female,Married,R&D,Research Scientist,5,Other,Non-Travel,18,7379,5,5,3,9,6,4,2,4,2,2,No,3,No
E1282,56,Male,Divorced,Sales,Sales Manager,2,Other,Travel_Rarely,26,6410,6,5,1,10,5,4,3,3,1,1,Yes,2,No
E1283,26,Female,Married,Finance,Finance Manager,1,Medical,Travel_Rarely,29,6919,8,6,5,12,3,1,4,4,2,3,No,2,No
E1284,58,Male,Married,R&D,Lab Technician,5,Technical Degree,Travel_Frequently,12,12458,23,4,4,29,3,1,4,2,3,2,No,3,Yes
E1285,32,Male,Married,IT,IT Manager,5,Medical,Travel_Rarely,6,6003,2,2,0,11,2,4,2,1,1,3,Yes,3,Yes
E1286,26,Male,Married,Sales,Account Manager,2,Medical,Non-Travel,23,6016,7,6,6,16,1,3,3,4,2,1,Yes,2,No
E1287,32,Female,Married,Sales,Sales Executive,4,Other,Travel_Rarely,12,8599,14,11,2,19,3,4,1,2,1,4,No,3,No
E1288,55,Male,Single,Marketing,Brand Manager,3,Medical,Non-Travel,28,7714,20,0,0,23,6,3,3,4,4,3,No,3,No
E1289,47,Female,Married,Customer Support,Support Team Lead,2,Human Resources,Travel_Frequently,12,5478,8,1,1,9,0,4,3,2,2,2,No,3,No
E1290,42,Male,Married,HR,HR Manager,3,Other,Travel_Frequently,4,8252,17,6,4,26,2,1,1,3,3,2,Yes,2,No
E1291,35,Male,Single,IT,Software Engineer,2,Business,Non-Travel,2,11613,17,2,2,26,2,2,3,1,2,3,No,2,No
E1292,49,Female,Married,Operations,Supply Chain Coordinator,2,Medical,Travel_Frequently,8,5593,8,1,1,17,1,4,4,3,2,1,No,2,No
E1293,51,Female,Married,Marketing,Marketing Specialist,1,Human Resources,Travel_Rarely,12,6874,4,3,3,9,6,1,2,1,4,3,No,2,No
E1294,31,Male,Married,Operations,Ops Manager,2,Other,Travel_Frequently,21,6537,13,6,1,17,5,4,2,1,1,1,No,4,No
E1295,35,Female,Married,Finance,Financial Analyst,3,Human Resources,Travel_Rarely,20,9792,17,9,0,20,4,2,3,2,3,3,No,3,No
E1296,58,Male,Single,Operations,Ops Manager,1,Medical,Travel_Rarely,4,6129,13,11,6,19,4,1,1,3,2,1,No,2,No
E1297,49,Male,Married,Marketing,Brand Manager,5,Marketing,Travel_Frequently,28,6488,10,10,3,11,0,1,3,1,1,4,No,2,No
E1298,31,Male,Single,Customer Support,Support Team Lead,2,Human Resources,Travel_Frequently,2,5568,4,4,4,12,2,2,4,1,2,3,No,1,No
E1299,39,Female,Married,IT,IT Manager,5,Marketing,Travel_Rarely,15,5773,0,0,0,9,6,4,2,2,3,1,No,3,Yes
E1300,32,Male,Single,Marketing,Brand Manager,4,Human Resources,Travel_Rarely,23,5159,0,0,0,9,5,1,3,2,1,1,Yes,2,No
E1301,34,Male,Married,IT,IT Manager,3,Technical Degree,Travel_Rarely,22,8302,8,3,3,17,1,2,2,2,4,4,No,2,No
E1302,39,Male,Married,Sales,Account Manager,5,Life Sciences,Travel_Rarely,4,6458,2,2,2,11,5,4,4,2,4,1,No,4,No
E1303,26,Male,Single,Sales,Sales Executive,4,Marketing,Non-Travel,17,6588,6,0,0,14,5,2,4,4,1,4,No,3,No
E1304,59,Male,Divorced,R&D,R&D Manager,2,Medical,Travel_Rarely,22,6932,1,1,1,3,2,3,2,1,4,3,No,3,No
E1305,36,Male,Married,Sales,Sales Executive,5,Life Sciences,Travel_Rarely,8,7237,10,1,1,17,6,3,4,1,3,2,Yes,2,No
E1306,29,Female,Divorced,Finance,Accountant,4,Other,Travel_Rarely,6,7461,11,6,1,17,2,1,2,3,3,4,Yes,2,Yes
E1307,35,Female,Married,Sales,Sales Executive,3,Technical Degree,Travel_Rarely,5,8232,15,7,2,22,0,1,1,4,2,3,No,1,No
E1308,33,Female,Married,IT,IT Support,3,Technical Degree,Travel_Frequently,23,5805,0,0,0,8,0,4,2,2,4,4,Yes,3,No
E1309,22,Female,Divorced,Sales,Account Manager,2,Human Resources,Travel_Rarely,8,5499,2,2,1,6,0,4,4,4,1,4,No,3,No
E1310,41,Female,Married,Marketing,Brand Manager,1,Technical Degree,Travel_Rarely,10,6178,0,0,0,2,2,1,3,1,3,4,Yes,3,No
E1311,45,Male,Married,Sales,Sales Executive,1,Business,Travel_Rarely,21,5072,4,4,2,8,5,3,4,4,4,1,No,4,No
E1312,50,Male,Married,IT,Software Engineer,1,Business,Non-Travel,13,5732,2,2,2,8,2,3,3,2,1,3,No,2,No
E1313,24,Male,Married,R&D,Lab Technician,1,Human Resources,Travel_Frequently,20,7258,0,0,0,9,6,2,1,3,1,3,Yes,2,Yes
E1314,57,Male,Divorced,R&D,Lab Technician,5,Marketing,Travel_Rarely,13,9795,12,0,0,12,2,1,1,1,4,1,Yes,3,No
E1315,31,Male,Divorced,R&D,Lab Technician,4,Other,Non-Travel,9,5807,0,0,0,4,3,2,2,3,3,4,No,3,No
E1316,35,Female,Divorced,Operations,Operations Analyst,5,Technical Degree,Non-Travel,4,4871,0,0,0,7,1,4,1,4,1,1,No,3,No
E1317,33,Male,Married,IT,IT Manager,3,Marketing,Travel_Rarely,10,7649,4,4,4,9,6,1,3,4,2,3,Yes,2,Yes
E1318,28,Male,Married,Operations,Ops Manager,2,Business,Travel_Rarely,17,7327,10,5,0,17,6,1,2,2,1,4,No,2,No
E1319,53,Male,Married,Sales,Account Manager,5,Medical,Non-Travel,17,10771,21,11,7,25,6,1,3,2,2,2,No,2,Yes
E1320,59,Female,Married,R&D,R&D Manager,4,Medical,Non-Travel,26,7062,4,4,2,10,1,1,4,1,2,3,Yes,2,No
E1321,35,Female,Divorced,Finance,Financial Analyst,4,Life Sciences,Travel_Rarely,18,6207,0,0,0,6,5,1,1,4,2,4,Yes,2,Yes
E1322,48,Female,Married,R&D,R&D Manager,1,Human Resources,Travel_Rarely,11,5721,1,1,0,7,6,3,3,2,4,2,No,3,No
E1323,21,Female,Married,IT,IT Manager,4,Other,Travel_Rarely,21,6795,3,0,0,12,3,4,1,3,2,4,No,2,No
E1324,48,Male,Divorced,Operations,Ops Manager,5,Technical Degree,Travel_Frequently,6,6719,8,8,1,12,2,1,2,1,4,2,Yes,3,No
E1325,40,Female,Married,Operations,Ops Manager,5,Business,Travel_Rarely,7,5810,1,0,0,8,5,1,2,1,4,4,No,3,No
E1326,41,Male,Single,R&D,Research Scientist,1,Medical,Travel_Rarely,3,8807,10,3,3,17,4,4,4,1,4,2,No,3,No
E1327,29,Male,Divorced,Finance,Finance Manager,2,Technical Degree,Travel_Rarely,11,8307,11,5,4,20,2,3,4,4,2,1,No,2,No
E1328,23,Female,Married,R&D,Lab Technician,4,Life Sciences,Travel_Frequently,2,8206,5,4,2,13,4,4,4,1,1,3,Yes,3,No
E1329,26,Female,Married,R&D,R&D Manager,1,Medical,Travel_Rarely,6,7593,8,5,4,12,3,3,1,2,4,1,No,3,No
E1330,48,Female,Single,Marketing,Brand Manager,1,Other,Travel_Frequently,15,5453,3,3,0,9,2,1,4,3,1,4,Yes,3,Yes
E1331,56,Male,Married,R&D,Research Scientist,4,Other,Travel_Frequently,7,7720,13,9,1,20,6,4,4,2,4,3,No,4,No
E1332,46,Female,Married,Operations,Ops Manager,3,Life Sciences,Travel_Rarely,16,5002,5,0,0,7,0,2,1,4,2,1,No,2,No
E1333,24,Female,Single,R&D,Research Scientist,4,Business,Travel_Rarely,21,7704,6,4,4,13,0,2,2,1,3,3,No,2,No
E1334,35,Female,Single,Marketing,Marketing Manager,5,Human Resources,Travel_Rarely,27,6904,9,0,0,15,3,2,1,4,4,1,No,3,No
E1335,28,Female,Divorced,Sales,Sales Executive,4,Human Resources,Travel_Rarely,21,8232,10,5,5,14,5,3,4,1,3,3,No,3,No
E1336,52,Female,Married,IT,Software Engineer,3,Human Resources,Travel_Rarely,11,10165,21,10,2,21,3,3,2,1,3,3,Yes,3,No
E1337,24,Male,Single,Sales,Sales Manager,2,Technical Degree,Travel_Rarely,26,4785,0,0,0,6,1,3,4,4,2,4,Yes,3,No
E1338,34,Female,Married,Sales,Account Manager,3,Medical,Travel_Rarely,15,8090,9,4,4,16,1,3,1,1,1,2,Yes,2,Yes
E1339,30,Male,Single,Operations,Ops Manager,4,Marketing,Travel_Rarely,4,7645,11,7,6,16,4,3,1,2,3,1,No,2,Yes
E1340,27,Male,Married,R&D,Research Scientist,2,Life Sciences,Travel_Rarely,4,7735,2,2,0,11,4,4,4,4,1,2,No,3,No
E1341,22,Female,Single,Sales,Account Manager,3,Technical Degree,Non-Travel,28,6223,0,0,0,4,5,2,2,2,1,4,No,3,No
E1342,48,Male,Married,Sales,Account Manager,1,Business,Travel_Frequently,17,6541,3,3,1,8,5,3,2,4,4,3,No,3,No
E1343,40,Female,Married,Finance,Financial Analyst,4,Technical Degree,Travel_Rarely,26,5637,2,0,0,2,5,1,4,2,3,3,No,3,Yes
E1344,43,Male,Married,R&D,Research Scientist,1,Marketing,Travel_Rarely,10,6803,0,0,0,6,1,2,2,3,1,4,Yes,2,Yes
E1345,50,Female,Married,IT,IT Support,1,Technical Degree,Travel_Frequently,5,7322,0,0,0,8,2,2,3,4,4,3,No,3,No
E1346,25,Male,Married,Marketing,Brand Manager,3,Business,Travel_Rarely,21,6603,7,4,1,12,4,3,2,2,2,2,Yes,3,No
E1347,38,Female,Divorced,Finance,Accountant,3,Technical Degree,Travel_Rarely,25,5394,0,0,0,7,6,2,3,1,1,2,No,2,Yes
E1348,54,Female,Married,Operations,Ops Manager,3,Life Sciences,Travel_Frequently,29,5289,7,0,0,14,2,2,3,3,4,1,Yes,3,No
E1349,46,Female,Single,R&D,Lab Technician,1,Human Resources,Travel_Rarely,18,10966,15,5,3,17,0,2,1,4,3,4,No,2,No
E1350,40,Female,Divorced,HR,Recruiter,2,Business,Non-Travel,27,6275,13,3,3,16,4,4,4,1,2,4,No,3,No
E1351,53,Female,Married,Marketing,Brand Manager,2,Technical Degree,Travel_Frequently,21,7879,18,4,4,27,5,3,3,1,3,4,No,2,No
E1352,26,Male,Divorced,IT,Software Engineer,1,Medical,Non-Travel,4,5644,0,0,0,5,1,4,3,2,4,3,No,3,No
E1353,45,Male,Married,Sales,Sales Manager,1,Human Resources,Travel_Rarely,1,6673,4,4,4,6,3,2,4,1,3,1,No,3,Yes
E1354,54,Male,Married,R&D,R&D Manager,1,Business,Non-Travel,12,10292,18,0,0,26,2,2,1,4,4,3,No,2,No
E1355,26,Female,Single,Marketing,Marketing Manager,3,Business,Non-Travel,2,6003,8,7,1,8,5,1,4,1,4,1,No,2,Yes
E1356,45,Female,Single,R&D,Research Scientist,2,Other,Non-Travel,19,9113,11,6,0,14,6,1,2,1,3,1,Yes,2,No
E1357,52,Male,Single,R&D,Research Scientist,4,Life Sciences,Travel_Rarely,13,8168,6,4,4,13,4,3,4,4,3,4,No,3,No
E1358,48,Male,Married,Sales,Sales Executive,2,Medical,Travel_Rarely,20,8621,20,10,7,26,6,4,4,3,4,2,Yes,3,No
E1359,59,Male,Single,IT,Software Engineer,2,Marketing,Travel_Rarely,8,8448,9,9,6,17,3,1,4,3,4,1,No,3,No
E1360,53,Male,Single,Sales,Sales Executive,2,Medical,Travel_Rarely,21,6946,14,4,3,16,2,2,4,4,2,3,No,2,No
E1361,59,Female,Single,Operations,Ops Manager,4,Business,Travel_Frequently,7,5775,5,5,4,14,1,1,2,4,4,2,Yes,2,Yes
E1362,47,Male,Single,Sales,Account Manager,2,Human Resources,Travel_Frequently,21,6859,3,2,2,10,4,1,4,3,1,1,Yes,2,Yes
E1363,29,Male,Divorced,R&D,R&D Manager,4,Business,Travel_Rarely,14,6636,3,3,0,7,2,1,4,1,2,4,No,2,No
E1364,54,Female,Married,IT,IT Support,4,Marketing,Travel_Rarely,27,8382,12,10,3,14,1,4,3,2,2,2,No,2,No
E1365,54,Female,Married,Sales,Account Manager,4,Marketing,Travel_Rarely,27,6170,4,4,3,5,5,1,2,2,1,4,No,2,Yes
E1366,42,Male,Married,Marketing,Brand Manager,3,Technical Degree,Non-Travel,13,6789,5,4,4,11,6,3,2,3,2,3,No,2,No
E1367,30,Female,Married,Sales,Sales Manager,4,Other,Travel_Rarely,18,5361,0,0,0,2,0,1,4,4,2,1,No,2,No
E1368,38,Female,Married,IT,Software Engineer,4,Human Resources,Travel_Rarely,3,5784,0,0,0,0,5,2,1,4,4,4,No,3,Yes
E1369,32,Male,Married,R&D,R&D Manager,4,Marketing,Travel_Rarely,28,6037,0,0,0,4,5,2,2,1,1,4,No,3,No
E1370,28,Female,Married,Finance,Accountant,2,Life Sciences,Travel_Rarely,29,8694,10,4,0,12,1,3,2,2,1,2,Yes,3,No
E1371,36,Male,Married,Marketing,Brand Manager,3,Technical Degree,Travel_Rarely,3,10330,18,1,0,20,5,3,1,4,4,4,No,3,No
E1372,31,Female,Married,Sales,Account Manager,4,Medical,Travel_Rarely,9,7896,8,8,6,12,1,2,2,2,3,2,Yes,2,No
E1373,47,Female,Married,R&D,Research Scientist,5,Medical,Travel_Frequently,28,8759,17,4,1,21,4,3,2,4,4,1,No,3,No
E1374,50,Male,Married,IT,IT Support,3,Life Sciences,Travel_Rarely,18,7794,1,1,1,4,2,3,2,1,2,3,Yes,2,No
E1375,35,Male,Married,R&D,R&D Manager,3,Life Sciences,Travel_Rarely,8,5262,0,0,0,6,4,1,3,3,2,1,No,2,No
E1376,52,Male,Divorced,Finance,Accountant,5,Other,Travel_Rarely,6,11902,21,8,3,30,0,4,4,3,2,3,No,3,No
E1377,31,Male,Single,IT,IT Support,3,Business,Travel_Frequently,19,6581,4,4,4,12,4,2,3,2,4,2,No,2,Yes
E1378,46,Female,Single,Operations,Operations Analyst,5,Marketing,Non-Travel,9,5891,9,8,3,14,3,3,4,2,4,4,No,3,No
E1379,33,Male,Married,IT,IT Support,3,Other,Travel_Rarely,27,5832,0,0,0,1,4,2,4,3,3,4,No,3,No
E1380,43,Male,Divorced,Finance,Finance Manager,4,Technical Degree,Travel_Rarely,14,9016,14,0,0,19,0,2,3,1,4,2,No,3,No
E1381,22,Female,Married,Operations,Supply Chain Coordinator,3,Technical Degree,Travel_Rarely,29,4277,0,0,0,9,5,3,1,2,1,3,No,3,Yes
E1382,47,Male,Divorced,Sales,Account Manager,2,Marketing,Travel_Frequently,11,4847,2,2,1,10,2,2,4,2,3,4,No,3,No
E1383,43,Female,Single,Customer Support,Support Team Lead,4,Medical,Non-Travel,25,4180,0,0,0,6,4,1,1,4,4,3,Yes,2,No
